               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12906,            0.051285,            0.030919,                   0,                   0,                   0,                   0,             0.13047,            0.025921,            0.035071,              0.0991,              0.0001,              0.0001
